year,state,fungicide (lb/acre),herbicide (lb/acre),insecticide (lb/acre),other chemicals (lb/acre),fertilizer (lb/acre),april-nov-avg-temp,april-nov-precipitation,april-nov-pdsi,population-density,price-received,grain-yield,silage-yield,april-nov-subsoil-score,april-nov-topsoil-score
1895,illinois,,,,,,61.5,22.17,-2.2514285714285713,,,41.0,,,
1895,indiana,,,,,,61.3,20.54,-3.6271428571428577,,,36.0,,,
1895,iowa,,,,,,58.8,22.69,-1.1428571428571428,,0.18,39.0,,,
1895,minnesota,,,,,,52.6,20.99,0.0442857142857142,,,30.5,,,
1895,missouri,,,,,,63.8,29.94,0.9571428571428572,,,37.0,,,
1895,nebraska,,,,,,58.1,16.94,0.6428571428571429,,,16.5,,,
1896,illinois,,,,,,62.4,30.64,1.24,,,42.0,,,
1896,indiana,,,,,,62.2,33.66,1.7099999999999995,,,39.5,,,
1896,iowa,,,,,,57.8,33.97,2.012857142857143,,0.14,43.0,,,
1896,minnesota,,,,,,50.9,27.17,2.001428571428572,,,30.5,,,
1896,missouri,,,,,,65.0,34.66,2.0614285714285714,,,29.5,,,
1896,nebraska,,,,,,56.9,23.25,2.508571428571429,,,37.5,,,
1897,illinois,,,,,,62.2,20.87,-1.69,,,34.0,,,
1897,indiana,,,,,,61.2,24.24,-0.9414285714285714,,,30.5,,,
1897,iowa,,,,,,59.3,19.59,-2.0214285714285714,,0.17,33.5,,,
1897,minnesota,,,,,,52.8,21.64,0.6642857142857144,,,28.0,,,
1897,missouri,,,,,,65.2,22.81,-1.2514285714285711,,,26.0,,,
1897,nebraska,,,,,,59.0,18.6,2.424285714285714,,,30.0,,,
1898,illinois,,,,,,61.0,32.05,2.6385714285714283,,,31.0,,,
1898,indiana,,,,,,61.2,28.82,1.282857142857143,,,38.5,,,
1898,iowa,,,,,,57.9,25.07,-1.5914285714285714,,0.23,36.0,,,
1898,minnesota,,,,,,51.6,21.23,0.3314285714285714,,,30.5,,,
1898,missouri,,,,,,63.5,39.21,3.6342857142857143,,,30.0,,,
1898,nebraska,,,,,,56.9,18.14,0.2957142857142857,,,21.0,,,
1899,illinois,,,,,,63.3,23.42,-1.1785714285714286,,,38.8,,,
1899,indiana,,,,,,63.2,21.83,-2.2214285714285715,,,39.8,,,
1899,iowa,,,,,,60.5,24.2,-0.4614285714285714,,0.23,39.1,,,
1899,minnesota,,,,,,53.7,25.94,2.601428571428571,,,32.8,,,
1899,missouri,,,,,,65.8,28.56,0.6528571428571429,,,28.1,,,
1899,nebraska,,,,,,59.4,16.46,-1.134285714285714,,,28.8,,,
1900,illinois,,,,,,63.5,27.26,-1.1457142857142857,83.36563722997468,,40.0,,,
1900,indiana,,,,,,63.5,28.12,-1.7757142857142856,69.13869062083414,,41.5,,,
1900,iowa,,,,,,61.0,31.14,0.7614285714285715,39.646145269802595,0.27,45.0,,,
1900,minnesota,,,,,,55.1,24.84,0.7314285714285714,20.175800932710946,,33.0,,,
1900,missouri,,,,,,65.8,31.92,0.3914285714285714,44.58663327738007,,29.5,,,
1900,nebraska,,,,,,60.4,20.45,-1.49,13.794831424444984,,26.0,,,
1901,illinois,,,,,,62.2,16.19,-3.501428571428572,84.8506092270289,,24.0,,,
1901,indiana,,,,,,61.4,20.13,-3.3971428571428572,69.77021956613962,,22.0,,,
1901,iowa,,,,,,60.7,19.28,-2.628571428571429,39.575062983348445,0.52,28.5,,,
1901,minnesota,,,,,,54.0,21.08,-0.86,20.762440526535492,,27.0,,,
1901,missouri,,,,,,65.9,15.66,-3.815714285714286,44.87354854943528,,10.0,,,
1901,nebraska,,,,,,60.2,18.97,-1.7385714285714282,13.937046181398026,,14.0,,,
1902,illinois,,,,,,61.8,33.88,1.7485714285714289,86.1974442941246,,41.0,,,
1902,indiana,,,,,,61.8,31.47,0.78,70.48412185213711,,39.0,,,
1902,iowa,,,,,,58.3,38.61,3.68,39.48621012528075,0.33,38.0,,,
1902,minnesota,,,,,,52.0,23.46,1.3728571428571428,21.418096543162928,,23.0,,,
1902,missouri,,,,,,64.4,35.61,1.0671428571428572,45.14611805788773,,39.0,,,
1902,nebraska,,,,,,58.1,24.08,1.82,14.079260938351068,,32.5,,,
1903,illinois,,,,,,60.5,25.77,1.6714285714285717,87.56154647746511,,35.5,,,
1903,indiana,,,,,,60.1,25.77,-0.2514285714285714,71.22548191836526,,35.0,,,
1903,iowa,,,,,,57.4,32.27,4.497142857142857,39.39735726721307,0.38,32.5,,,
1903,minnesota,,,,,,51.0,27.32,3.7342857142857144,21.8667032913817,,27.5,,,
1903,missouri,,,,,,62.5,31.22,2.6785714285714284,45.41868756634019,,29.5,,,
1903,nebraska,,,,,,57.2,23.27,4.96,14.27319015237794,,27.5,,,
1904,illinois,,,,,,59.9,24.93,1.1885714285714286,89.11558693949861,,39.0,,,
1904,indiana,,,,,,59.4,20.5,-0.9985714285714286,71.77463752297872,,33.0,,,
1904,iowa,,,,,,57.7,22.69,-0.2042857142857142,39.30850440914538,0.33,39.0,,,
1904,minnesota,,,,,,51.6,21.22,2.89,22.372823725269544,,25.5,,,
1904,missouri,,,,,,62.5,31.0,2.0642857142857145,45.69125707479264,,26.0,,,
1904,nebraska,,,,,,58.1,21.34,3.461428571428571,14.467119366404816,,33.0,,,
1905,illinois,,,,,,61.6,29.65,0.6785714285714286,90.49695623908394,,42.0,,,
1905,indiana,,,,,,61.1,33.3,1.2985714285714285,72.35125090782286,,42.0,,,
1905,iowa,,,,,,58.5,30.98,1.4442857142857142,39.29073383753184,0.34,41.5,,,
1905,minnesota,,,,,,52.0,29.94,4.564285714285715,22.786922262086875,,34.0,,,
1905,missouri,,,,,,63.9,38.5,1.8214285714285712,45.963826583245094,,34.0,,,
1905,nebraska,,,,,,57.6,27.4,6.141428571428571,14.5964055090894,,34.0,,,
1906,illinois,,,,,,62.2,24.6,-0.5942857142857143,91.67112014373149,,39.0,,,
1906,indiana,,,,,,61.8,25.92,-0.4614285714285713,73.12006875428169,,41.0,,,
1906,iowa,,,,,,59.1,24.9,-0.2885714285714286,39.34404555237245,0.32,45.5,,,
1906,minnesota,,,,,,53.3,26.11,3.661428571428572,22.85593868488976,,34.0,,,
1906,missouri,,,,,,63.9,27.81,1.6985714285714288,46.23639609169754,,32.5,,,
1906,nebraska,,,,,,57.8,22.43,5.247142857142857,14.712763037505525,,34.0,,,
1907,illinois,,,,,,58.6,29.04,2.2771428571428567,92.96615386209272,,39.0,,,
1907,indiana,,,,,,57.4,28.41,2.2057142857142855,73.55939323797246,,36.5,,,
1907,iowa,,,,,,56.1,27.02,1.69,39.39735726721307,0.43,35.0,,,
1907,minnesota,,,,,,49.5,19.38,2.7285714285714286,22.94796058196028,,27.0,,,
1907,missouri,,,,,,61.8,29.52,1.8085714285714285,46.50896560015,,31.0,,,
1907,nebraska,,,,,,56.7,17.5,3.9014285714285712,14.854977794458565,,24.0,,,
1908,illinois,,,,,,62.1,25.38,-0.7185714285714285,94.5201943241262,,35.0,,,
1908,indiana,,,,,,61.9,20.35,-1.8128571428571427,73.5044776775111,,30.5,,,
1908,iowa,,,,,,59.0,30.44,2.5585714285714283,39.45066898205368,0.57,38.0,,,
1908,minnesota,,,,,,53.5,24.16,2.682857142857143,23.235529010305648,,29.0,,,
1908,missouri,,,,,,64.1,33.36,1.1085714285714283,46.767189344999686,,27.0,,,
1908,nebraska,,,,,,58.1,24.11,3.637142857142857,15.010121165680063,0.51,27.0,,,
1909,illinois,,,,,,61.5,31.44,1.4585714285714286,96.12603613489416,0.56,38.8,,,
1909,indiana,,,,,,60.5,33.29,2.347142857142857,73.53193545774178,0.55,39.9,,,
1909,iowa,,,,,,58.3,32.76,2.8628571428571425,39.503980696894295,0.52,37.1,,,
1909,minnesota,,,,,,52.1,24.07,1.4714285714285713,23.592113861453903,0.5,33.9,,,
1909,missouri,,,,,,65.0,33.91,0.6900000000000002,47.03975885345214,,26.9,,,
1909,nebraska,,,,,,58.5,21.08,4.085714285714285,15.216978993975395,0.5,24.8,,,
1910,illinois,,,,,,60.6,26.19,-1.1342857142857146,97.87001487562064,0.45,41.0,,,
1910,indiana,,,,,,59.6,29.55,0.3657142857142857,74.49295776581533,0.45,39.0,,,
1910,iowa,,,,,,58.7,17.65,-3.48,39.59283355496198,0.42,41.5,,,
1910,minnesota,,,,,,53.1,12.91,-4.502857142857144,23.994709661137417,0.46,32.0,,,
1910,missouri,,,,,,63.1,31.09,0.8214285714285714,47.35536565271288,,33.0,,,
1910,nebraska,,,,,,59.1,14.95,-1.727142857142857,15.48847989361302,0.44,26.0,,,
1911,illinois,,,,,,62.1,30.59,-0.0257142857142857,99.40678822140931,0.64,36.0,,,
1911,indiana,,,,,,61.3,30.08,-0.2528571428571428,75.5363534145809,0.62,34.5,,,
1911,iowa,,,,,,59.0,24.62,-2.572857142857143,39.96601555884627,0.6,35.5,,,
1911,minnesota,,,,,,51.5,23.94,-2.447142857142857,24.3742999865533,0.53,33.0,,,
1911,missouri,,,,,,65.0,28.48,-0.7557142857142857,47.58489787035705,,26.0,,,
1911,nebraska,,,,,,58.3,18.41,-1.2085714285714284,15.721194950445268,0.62,21.5,,,
1912,illinois,,,,,,61.9,27.87,0.8957142857142856,100.6327534747913,0.52,40.0,,,
1912,indiana,,,,,,61.1,30.01,2.108571428571429,76.46991794242378,0.51,39.5,,,
1912,iowa,,,,,,59.0,24.07,-0.6885714285714286,40.4991327072524,0.44,46.0,,,
1912,minnesota,,,,,,52.7,20.32,-0.0557142857142857,24.69637662630011,0.4,34.0,,,
1912,missouri,,,,,,64.4,30.07,-0.0514285714285714,47.972233487631584,,32.0,,,
1912,nebraska,,,,,,57.9,17.54,1.4357142857142855,15.9280527787406,0.49,27.0,,,
1913,illinois,,,,,,63.4,22.71,-2.011428571428571,102.92927993535191,0.66,28.0,,,
1913,indiana,,,,,,62.4,24.64,-1.7185714285714284,77.54077137142,0.64,35.5,,,
1913,iowa,,,,,,60.6,24.97,-1.3314285714285714,40.961167569204385,0.61,37.5,,,
1913,minnesota,,,,,,53.5,23.68,0.9857142857142858,25.19099432305414,0.54,38.0,,,
1913,missouri,,,,,,66.2,24.68,-2.067142857142857,48.90470812181102,,17.5,,,
1913,nebraska,,,,,,59.9,16.21,-0.85,16.109053378499016,0.64,15.0,,,
1914,illinois,,,,,,63.8,19.65,-4.0685714285714285,105.48481313958476,0.68,31.0,,,
1914,indiana,,,,,,62.6,20.54,-3.565714285714286,78.44687811903222,0.67,33.0,,,
1914,iowa,,,,,,61.1,26.89,-0.857142857142857,41.54759643245113,0.64,40.5,,,
1914,minnesota,,,,,,54.2,24.62,0.4514285714285714,25.69711475694199,0.59,35.0,,,
1914,missouri,,,,,,66.3,24.74,-1.8985714285714284,49.73676241077114,,22.0,,,
1914,nebraska,,,,,,60.6,17.53,-1.0171428571428571,16.341768435331264,0.61,24.5,,,
1915,illinois,,,,,,61.4,33.48,2.9171428571428573,106.95251802039418,0.66,38.0,,,
1915,indiana,,,,,,60.8,31.21,2.122857142857143,78.88620260272299,0.65,38.5,,,
1915,iowa,,,,,,58.2,32.91,3.4828571428571427,42.045172437630185,0.63,32.5,,,
1915,minnesota,,,,,,52.2,24.62,2.07,26.14572150516076,0.64,23.0,,,
1915,missouri,,,,,,64.2,39.13,3.0157142857142856,50.09540650084016,,29.5,,,
1915,nebraska,,,,,,57.5,29.84,6.359999999999999,16.44519734947893,0.58,31.0,,,
1916,illinois,,,,,,62.0,25.01,-1.0071428571428571,108.33388731997952,1.11,31.0,,,
1916,indiana,,,,,,61.4,25.92,-0.6542857142857142,79.54518932825913,1.08,32.5,,,
1916,iowa,,,,,,58.7,22.91,-1.052857142857143,42.22287815376555,1.15,38.0,,,
1916,minnesota,,,,,,51.9,22.98,3.0000000000000004,26.548317304844275,0.99,33.0,,,
1916,missouri,,,,,,64.6,26.81,-0.8871428571428571,50.59750822693678,,19.5,,,
1916,nebraska,,,,,,57.9,16.81,4.0600000000000005,16.483983192284306,1.15,27.0,,,
1917,illinois,,,,,,58.7,25.9,0.0885714285714285,109.00730485352736,1.3,40.0,,,
1917,indiana,,,,,,58.0,27.24,0.2514285714285714,79.90214047125788,1.35,35.5,,,
1917,iowa,,,,,,56.4,24.07,-0.3785714285714286,42.329501583446785,1.3,38.5,,,
1917,minnesota,,,,,,50.5,16.02,-1.412857142857143,26.789874784654383,1.27,27.0,,,
1917,missouri,,,,,,61.6,27.23,-1.2357142857142858,49.77979970157942,,33.5,,,
1917,nebraska,,,,,,56.9,18.08,0.3357142857142857,16.61326933496889,1.37,27.0,,,
1918,illinois,,,,,,61.5,29.72,0.5842857142857143,108.35115443622432,1.42,36.5,,,
1918,indiana,,,,,,61.1,27.96,-0.4771428571428572,79.0784070643377,1.44,35.0,,,
1918,iowa,,,,,,59.4,28.72,0.7028571428571428,41.77861386342712,1.4,37.0,,,
1918,minnesota,,,,,,52.5,20.86,-1.8685714285714288,26.352770773569425,1.25,37.0,,,
1918,missouri,,,,,,64.7,30.34,-2.572857142857143,47.69966397917913,,20.0,,,
1918,nebraska,,,,,,58.9,19.44,-1.1285714285714286,16.367625663868182,1.45,18.0,,,
1919,illinois,,,,,,62.5,30.83,0.2257142857142857,110.37140703686788,1.47,36.0,7.2,,
1919,indiana,,,,,,62.4,30.04,-0.2457142857142857,79.79230935033519,1.44,35.6,6.9,,
1919,iowa,,,,,,59.0,30.96,1.542857142857143,42.276189868606174,1.34,41.6,7.8,,
1919,minnesota,,,,,,51.9,24.19,1.508571428571429,26.98542131592923,1.3,35.5,7.8,,
1919,missouri,,,,,,64.4,35.1,0.8214285714285714,48.35956910490612,,26.5,5.0,,
1919,nebraska,,,,,,57.6,21.13,1.9542857142857144,16.67791240631118,1.32,24.0,4.9,,
1920,illinois,,,,,,61.1,22.7,-1.1557142857142857,115.05079553921318,0.58,35.0,6.8,,
1920,indiana,,,,,,60.4,26.2,-0.6314285714285715,80.91807833979277,0.57,39.5,7.4,,
1920,iowa,,,,,,58.2,25.98,-0.5185714285714285,42.64937187249046,0.47,46.0,8.7,,
1920,minnesota,,,,,,52.8,21.46,0.4885714285714285,27.64107733255667,0.47,33.5,7.8,,
1920,missouri,,,,,,63.0,28.13,0.2771428571428571,48.83297930379722,,31.5,5.6,,
1920,nebraska,,,,,,57.1,22.49,4.082857142857143,16.807198548995764,0.38,33.2,6.4,,
1921,illinois,,,,,,64.0,30.33,-0.6700000000000002,118.41788320695242,0.47,35.0,7.3,,
1921,indiana,,,,,,63.8,31.55,-0.1442857142857141,81.71435396648228,0.48,36.0,7.0,,
1921,iowa,,,,,,61.0,28.14,-0.37,42.77376587378523,0.41,43.0,8.5,,
1921,minnesota,,,,,,54.4,19.85,-2.232857142857143,27.99766218370492,0.41,38.5,7.9,,
1921,missouri,,,,,,65.9,34.44,0.7542857142857143,49.19162339386624,,30.5,5.7,,
1921,nebraska,,,,,,60.1,18.07,-0.7285714285714286,16.923556077411888,0.37,27.0,5.8,,
1922,illinois,,,,,,63.6,22.54,-2.077142857142857,120.14459483143408,0.69,35.5,7.2,,
1922,indiana,,,,,,63.0,23.82,-2.0828571428571427,81.41231838394488,0.69,36.0,6.4,,
1922,iowa,,,,,,61.0,24.9,-0.7128571428571429,43.14694787766952,0.64,45.0,9.1,,
1922,minnesota,,,,,,55.3,18.59,-3.4199999999999995,28.19320871497977,0.6,29.5,7.3,,
1922,missouri,,,,,,65.8,27.6,-1.592857142857143,49.30638950268832,,28.5,6.4,,
1922,nebraska,,,,,,60.2,18.31,-1.5314285714285716,16.962341920217263,0.62,24.0,5.7,,
1923,illinois,,,,,,61.2,26.67,-0.5199999999999999,122.04397761836393,0.78,37.5,7.0,,
1923,indiana,,,,,,60.4,27.92,0.3742857142857143,83.52656746170669,0.73,38.0,6.9,,
1923,iowa,,,,,,58.9,24.79,-0.4557142857142857,43.09363616282891,0.75,40.5,7.9,,
1923,minnesota,,,,,,54.0,17.16,-3.3242857142857147,28.6073072517971,0.67,35.0,7.7,,
1923,missouri,,,,,,63.5,29.97,0.5628571428571428,49.55026748393525,,30.0,5.8,,
1923,nebraska,,,,,,58.1,25.79,3.1714285714285713,17.078699448633387,0.67,32.0,5.5,,
1924,illinois,,,,,,60.4,26.24,0.7657142857142857,124.58224370635196,1.02,33.0,6.5,,
1924,indiana,,,,,,59.6,24.56,0.0728571428571428,84.73470979185629,1.03,28.0,5.6,,
1924,iowa,,,,,,57.5,24.61,0.7528571428571429,43.00478330476122,1.01,28.0,7.1,,
1924,minnesota,,,,,,50.9,21.67,0.1185714285714284,28.9984003143468,0.91,26.5,7.3,,
1924,missouri,,,,,,63.3,30.71,1.0114285714285711,50.324938718484326,,23.5,5.9,,
1924,nebraska,,,,,,57.7,15.73,2.93,17.233842819854885,0.97,21.5,5.6,,
1925,illinois,,,,,,61.7,26.02,-0.9528571428571428,126.15355128463028,0.64,41.0,7.5,,
1925,indiana,,,,,,61.1,27.48,-1.1314285714285717,85.64081653946849,0.59,42.0,7.3,,
1925,iowa,,,,,,58.5,24.52,-0.0785714285714285,43.12917730605598,0.6,43.9,8.5,,
1925,minnesota,,,,,,52.1,21.21,-0.18,29.21695231988928,0.58,36.0,7.3,,
1925,missouri,,,,,,64.3,32.93,0.3085714285714286,50.58316246333402,,27.5,6.9,,
1925,nebraska,,,,,,58.6,18.28,-0.3157142857142858,17.36312896253947,0.63,25.0,5.9,,
1926,illinois,,,,,,60.4,34.7,1.5042857142857144,127.69032463041896,0.69,36.0,6.5,,
1926,indiana,,,,,,60.0,33.33,1.375714285714286,86.43709216615801,0.66,38.0,6.9,,
1926,iowa,,,,,,58.0,28.56,0.7357142857142858,43.21803016412367,0.69,39.0,7.6,,
1926,minnesota,,,,,,50.9,21.49,0.0614285714285714,29.44700706256557,0.67,34.0,7.3,,
1926,missouri,,,,,,63.1,34.03,0.7157142857142856,51.01353537141683,,26.0,6.2,,
1926,nebraska,,,,,,58.7,18.27,-0.6657142857142857,17.49241510522405,0.73,15.5,4.5,,
1927,illinois,,,,,,61.6,37.88,4.331428571428572,129.8314470447762,0.85,32.0,6.3,,
1927,indiana,,,,,,61.1,35.63,3.2728571428571436,87.61777671607693,0.86,31.5,6.2,,
1927,iowa,,,,,,58.4,24.94,-0.7928571428571428,43.37796530864551,0.83,35.0,8.1,,
1927,minnesota,,,,,,51.1,20.13,-0.1785714285714286,29.769083702312383,0.75,31.0,7.1,,
1927,missouri,,,,,,64.3,42.48,4.854285714285715,51.30045064347205,,27.0,7.5,,
1927,nebraska,,,,,,58.0,19.74,1.8514285714285712,17.647558476445553,0.74,32.1,6.3,,
1928,illinois,,,,,,60.7,29.84,2.4785714285714286,130.81567267073078,0.8,38.0,7.0,,
1928,indiana,,,,,,59.8,27.69,1.6085714285714288,88.19439010092107,0.83,35.2,6.9,,
1928,iowa,,,,,,57.9,31.05,1.4314285714285713,43.537900453167346,0.76,41.5,8.4,,
1928,minnesota,,,,,,51.8,23.33,1.3071428571428572,29.81509465084764,0.7,35.0,7.6,,
1928,missouri,,,,,,63.0,38.08,3.3685714285714288,51.65909473354107,,27.5,6.2,,
1928,nebraska,,,,,,57.5,19.72,0.1328571428571428,17.725130162056303,0.77,22.0,4.6,,
1929,illinois,,,,,,60.3,31.13,2.9557142857142855,131.33368615807527,0.76,35.5,7.1,,
1929,indiana,,,,,,59.7,32.8,2.114285714285714,88.57879902415048,0.77,31.3,6.8,,
1929,iowa,,,,,,57.6,24.33,-0.8342857142857143,43.71560616930272,0.73,40.2,8.5,,
1929,minnesota,,,,,,51.6,16.9,-1.8085714285714285,29.58503990817135,0.67,36.5,7.4,,
1929,missouri,,,,,,62.9,35.75,3.588571428571428,51.96035576919904,,23.2,5.3,,
1929,nebraska,,,,,,57.4,20.33,0.9814285714285714,17.776844619130134,0.67,25.2,5.0,,
1930,illinois,,,,,,63.1,18.92,-3.184285714285714,131.9898365753783,0.54,27.0,6.5,,
1930,indiana,,,,,,61.8,18.05,-3.4514285714285715,89.01812350784125,0.56,28.0,5.8,,
1930,iowa,,,,,,60.5,22.7,-1.3385714285714283,43.98216474350579,0.52,34.0,8.0,,
1930,minnesota,,,,,,54.0,19.76,-2.4057142857142857,29.631050856706608,0.49,33.0,6.5,,
1930,missouri,,,,,,65.4,22.63,-2.9185714285714286,52.30465409566529,,16.0,4.5,,
1930,nebraska,,,,,,59.5,23.74,1.8157142857142856,17.841487690472427,0.46,25.0,5.5,,
1931,illinois,,,,,,64.6,29.99,-4.444285714285714,132.7323225739054,0.25,37.0,7.5,,
1931,indiana,,,,,,63.7,29.25,-2.12,89.42999021130134,0.25,39.0,8.5,,
1931,iowa,,,,,,62.2,29.83,-1.9314285714285713,44.10655874480055,0.28,32.9,7.0,,
1931,minnesota,,,,,,56.0,20.45,-3.8657142857142857,30.068154867791566,0.33,25.0,6.0,,
1931,missouri,,,,,,66.4,31.65,-1.1114285714285714,53.237128729844734,,26.0,6.3,,
1931,nebraska,,,,,,61.1,15.39,-1.5114285714285711,17.89320214754626,0.3,17.0,4.2,,
1932,illinois,,,,,,61.6,25.47,-0.6142857142857141,133.57841126990144,0.27,43.0,8.0,,
1932,indiana,,,,,,60.8,27.55,-0.3028571428571428,90.08897693683748,0.26,37.5,9.0,,
